Neighborhood,Id,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With one type of health insurance coverage:,Margin of Error; Under 18 years: - With one type of health insurance coverage:,Estimate; Under 18 years: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; Under 18 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; Under 18 years: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; Under 18 years: - With two or more types of health insurance coverage:,Margin of Error; Under 18 years: - With two or more types of health insurance coverage:,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other private only combinations,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other public only combinations,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other coverage combinations,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 34 years:,Margin of Error; 18 to 34 years:,Estimate; 18 to 34 years: - With one type of health insurance coverage:,Margin of Error; 18 to 34 years: - With one type of health insurance coverage:,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 18 to 34 years: - With two or more types of health insurance coverage:,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage:,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other private only combinations,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other public only combinations,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other coverage combinations,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; 18 to 34 years: - No health insurance coverage,Margin of Error; 18 to 34 years: - No health insurance coverage,Estimate; 35 to 64 years:,Margin of Error; 35 to 64 years:,Estimate; 35 to 64 years: - With one type of health insurance coverage:,Margin of Error; 35 to 64 years: - With one type of health insurance coverage:,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 35 to 64 years: - With two or more types of health insurance coverage:,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage:,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With direct-purchase and Medicare coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With direct-purchase and Medicare coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other private only combinations,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other public only combinations,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other coverage combinations,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; 35 to 64 years: - No health insurance coverage,Margin of Error; 35 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With one type of health insurance coverage:,Margin of Error; 65 years and over: - With one type of health insurance coverage:,Estimate; 65 years and over: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 65 years and over: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 65 years and over: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 65 years and over: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 65 years and over: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 65 years and over: - With two or more types of health insurance coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With employer-based and direct-purchase coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With employer-based and direct-purchase coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With employer-based and Medicare coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With employer-based and Medicare coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With direct-purchase and Medicare coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With direct-purchase and Medicare coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With Medicare and Medicaid/means-tested public coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With Medicare and Medicaid/means-tested public coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other private only combinations,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - Other private only combinations,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other public only combinations,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - Other public only combinations,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other coverage combinations,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - Other coverage combinations,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
Point Breeze,64,5414,333.9550868,1043,164.1432301,988,161.5147052,814,155.3093687,89,45.5521679,0,26.45751311,85,55.12712581,0,26.45751311,0,26.45751311,45,39.05124838,16,35,0,26.45751311,0,26.45751311,0,26.45751311,0,26.45751311,29,31.6227766,10,29.25747768,1170,186.7217181,1056,181.5957048,879,159.6715379,139,57.09640969,0,26.45751311,38,35.58089375,0,26.45751311,0,26.45751311,55,45.475268,42,43.05810028,0,26.45751311,0,26.45751311,0,26.45751311,0,26.45751311,13,27.27636339,59,48.63126566,2323,198.4540249,2084,182.9863383,1791,179.8971929,213,69.87846592,32,37.42993454,48,35.22782991,0,26.45751311,0,26.45751311,138,67.77905281,73,58.89821729,8,27.73084925,0,26.45751311,13,25,7,26.85144316,0,26.45751311,37,35,101,60.90155991,878,134.3949404,228,65.7190992,30,25.17935662,5,25.76819745,193,63.30086887,0,26.45751311,0,26.45751311,650,124.647503,0,26.45751311,306,89.6883493,214,74.11477585,10,28.72281323,0,26.45751311,8,27.73084925,112,54.76312628,0,26.45751311
Point Breeze North,65,1714,256.1932864,127,85.56868586,127,85.56868586,68,54.18486874,8,21.3541565,11,23.68543856,40,46.27094121,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,693,175.9857949,610,164.3258957,449,127.3930924,105,68.97825744,0,17.32050808,56,56.82429058,0,17.32050808,0,17.32050808,50,52.21110993,18,21.65640783,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,32,50.03998401,33,32.93933818,696,175.9033826,483,138.6578523,390,133.6899398,76,47.94788838,7,18.54723699,10,23.68543856,0,17.32050808,0,17.32050808,89,81.82909018,46,45.38722287,0,17.32050808,0,17.32050808,0,17.32050808,0,17.32050808,43,70.43436661,0,17.32050808,124,98.85848471,198,97.18024491,60,42.42640687,9,19.89974874,0,17.32050808,51,40.09987531,0,17.32050808,0,17.32050808,138,88.82004278,0,17.32050808,69,36.95943723,12,19.94993734,52,80.25584091,0,17.32050808,0,17.32050808,5,13.15294644,0,17.32050808
Polish Hill,66,1331,174.3158054,95,33.01514804,88,33.01514804,53,30.47950131,11,17.20465053,0,14.14213562,24,19.23538406,0,14.14213562,0,14.14213562,7,14.14213562,0,14.14213562,0,14.14213562,0,14.14213562,0,14.14213562,0,14.14213562,7,14.14213562,0,14.14213562,489,151.4331536,327,130.3840481,252,112.8051417,32,22.47220505,0,14.14213562,43,33.52610923,0,14.14213562,0,14.14213562,4,11.66190379,0,14.14213562,0,14.14213562,0,14.14213562,4,11.66190379,0,14.14213562,0,14.14213562,158,74.27651042,544,94.20191081,413,77.15568676,287,73.75635566,86,34.13209633,4,12.20655562,36,22.36067978,0,14.14213562,0,14.14213562,52,27.01851217,28,21.47091055,0,14.14213562,6,13.45362405,12,15.62049935,0,14.14213562,0,14.14213562,6,13.45362405,79,53.07541804,203,44.40720662,53,37,0,14.14213562,20,32.57299495,33,19.20937271,0,14.14213562,0,14.14213562,150,36.76955262,0,14.14213562,29,19.10497317,62,27.80287755,27,19.79898987,0,14.14213562,5,12.80624847,27,19.20937271,0,14.14213562
Regent Square,67,1033,101,213,53,213,53,184,56,11,18,0,10,18,24,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,243,49,243,49,183,48,34,26,0,10,26,27,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,379,73,341,73,271,74,49,33,7,10,14,15,0,10,0,10,16,17,7,11,0,10,0,10,0,10,0,10,0,10,9,13,22,21,198,52,54,30,4,8,0,10,50,29,0,10,0,10,144,46,0,10,34,26,84,37,0,10,0,10,5,7,21,15,0,10
Ridgemont,68,314,109,37,44,37,44,9,14,0,10,0,10,0,10,28,42,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,66,36,66,36,66,36,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,135,67,115,64,80,50,32,46,3,4,0,10,0,10,0,10,6,9,0,10,0,10,0,10,0,10,0,10,0,10,6,9,14,20,76,48,7,9,0,10,0,10,7,9,0,10,0,10,69,47,0,10,25,31,18,28,0,10,0,10,5,8,21,23,0,10
Shadyside,69,13194,862.1020821,840,191.9843744,744,167.0987732,578,154.4668249,101,72.00694411,0,37.41657387,65,65.83312236,0,37.41657387,0,37.41657387,96,99.38812806,75,94.62557794,0,37.41657387,0,37.41657387,21,48.20788317,0,37.41657387,0,37.41657387,0,37.41657387,8107,730.7017175,7214,646.9737244,5539,559.6722255,1607,346.0462397,0,37.41657387,68,63.98437309,0,37.41657387,0,37.41657387,425,161.2854612,349,152.8855781,0,37.41657387,1,36.11094017,42,53.94441584,0,37.41657387,33,43.33589736,468,185.4723699,3008,373.9358234,2561,340.8768106,2069,294.4707116,394,161.6910635,11,37.57658846,79,60.76183012,0,37.41657387,8,38,306,128.3354978,157,110.3131905,12,40.75536774,11,38.80721582,31,49.50757518,11,39.44616585,0,37.41657387,84,59.53990259,141,106.0660172,1239,216.7902212,373,134.3093444,71,52.59277517,12,40.29888336,290,127.4990196,0,37.41657387,0,37.41657387,866,177.7329457,0,37.41657387,273,109.795264,333,110.6887528,30,46.10856753,0,37.41657387,8,38,222,78.37091297,0,37.41657387
Sheraden,70,5684,740.8508622,1594,467.1402359,1502,464.5503202,472,195.4430863,39,38.26225294,0,24.49489743,991,442.0916195,0,24.49489743,0,24.49489743,68,61.23724357,0,24.49489743,0,24.49489743,14,30,0,24.49489743,0,24.49489743,54,50.0999002,24,44.09081537,1244,290.0103446,938,270.5217182,423,179.6134739,60,63.03173804,0,24.49489743,455,211.2676028,0,24.49489743,0,24.49489743,51,38.28837944,18,29.3428015,0,24.49489743,14,30,0,24.49489743,0,24.49489743,19,30.08321791,255,122.4785696,2242,256.1581543,1767,223.5195741,1298,208.5545492,96,71.10555534,29,33.54101966,304,114.5512986,17,32.80243893,23,32.01562119,227,104.4222199,9,25.86503431,0,24.49489743,16,34.2928564,59,52.78257288,0,24.49489743,11,26.92582404,132,85.95929269,248,112.1383075,604,115.3386319,204,68.77499546,16,27.74887385,0,24.49489743,188,67.09694479,0,24.49489743,0,24.49489743,395,102.8007782,0,24.49489743,104,58.35237784,145,59,49,42,0,24.49489743,3,23.43074903,94,53.97221507,5,23.74868417
South Oakland,71,2872,513.4685969,224,127.5617498,143,95.61903576,121,85.78461401,0,20,0,20,22,33.95585369,0,20,0,20,81,68.93475176,0,20,0,20,68,66.09084657,0,20,0,20,13,28,0,20,1792,450.6717209,1666,440.3861942,1147,389.6960354,515,240.7239082,0,20,4,19.5192213,0,20,0,20,36,31.6227766,17,26.45751311,0,20,19,26.45751311,0,20,0,20,0,20,90,68.32276341,585,149.1777463,418,122.5479498,279,113.1945228,73,69.46221995,0,20,57,41.24318125,0,20,9,22.91287847,96,59.41380311,25,36.24913792,0,20,0,20,21,32.92415527,0,20,0,20,50,39.42080669,71,57.97413216,271,83.79140767,40,36.55133377,8,21.65640783,0,20,32,34.3074336,0,20,0,20,231,77.23341246,0,20,24,30.7408523,118,67.09694479,12,24.97999199,0,20,8,22.91287847,69,39.1535439,0,20
South Shore,72,12,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8,13,8,13,8,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,6,4,6,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
South Side Flats,73,6272,748.6334216,266,130.1921657,241,128.7012043,196,131.7763256,11,27.49545417,0,24.49489743,34,42.35563717,0,24.49489743,0,24.49489743,25,32.64965543,15,30.6757233,0,24.49489743,0,24.49489743,0,24.49489743,0,24.49489743,10,26.92582404,0,24.49489743,3623,696.949783,3211,688.3305892,2785,661.4332922,344,162.4561479,0,24.49489743,72,48.15599651,10,28.08914381,0,24.49489743,108,79.98749902,89,77.88452991,0,24.49489743,0,24.49489743,0,24.49489743,0,24.49489743,19,29.15475947,304,126.0952021,1629,264.5430022,1427,255.4114328,1185,249.365194,129,66.48308055,8,25.86503431,95,69.34695379,0,24.49489743,10,27.49545417,86,56.5154846,27,35.22782991,0,24.49489743,10,27.49545417,16,26.70205985,0,24.49489743,25,39.86226286,8,25.86503431,116,70.59745038,754,135.7203006,149,65.13063795,29,31.17691454,0,24.49489743,120,62.78534861,0,24.49489743,0,24.49489743,605,133.0375887,0,24.49489743,101,57.17516944,161,73.47108275,140,84.27929758,0,24.49489743,3,24.10394159,200,76.72678802,0,24.49489743
South Side Slopes,74,4583,516.2634986,433,156.36176,356,148.4856895,156,82.17055434,0,26.45751311,0,26.45751311,200,127.6166133,0,26.45751311,0,26.45751311,37,39.96248241,0,26.45751311,0,26.45751311,0,26.45751311,7,27.73084925,0,26.45751311,30,32.86335345,40,49.2138192,2090,344.5214072,1722,307.0781659,1355,281.8989181,174,84.20213774,0,26.45751311,177,103.7737925,0,26.45751311,16,35,43,44.07947368,36,43.57751714,0,26.45751311,0,26.45751311,0,26.45751311,0,26.45751311,7,27.27636339,325,137.669895,1590,260.1768629,1159,215.0860293,769,178.5749143,174,92.07062507,0,26.45751311,205,97.74968031,0,26.45751311,11,29.25747768,191,69.95712973,0,26.45751311,29,39.94996871,8,26.85144316,44,37.13488926,0,26.45751311,0,26.45751311,110,57,240,132.5292421,470,103.4456379,119,55.81218505,5,26.0959767,6,26.0959767,108,54.4334456,0,26.45751311,0,26.45751311,351,95.29428105,0,26.45751311,89,58.77074102,76,39.54743987,49,32.40370349,0,26.45751311,24,31.84336666,113,49.45705208,0,26.45751311
Spring Garden,75,833,151.5585695,126,39.59797975,119,39.59797975,50,33.52610923,0,14.14213562,0,14.14213562,69,41.23105626,0,14.14213562,0,14.14213562,7,14.86606875,0,14.14213562,0,14.14213562,0,14.14213562,0,14.14213562,0,14.14213562,7,14.86606875,0,14.14213562,209,69.89277502,158,61.74139616,89,47.07440918,12,15.62049935,0,14.14213562,57,32.20248438,0,14.14213562,0,14.14213562,24,20.80865205,0,14.14213562,0,14.14213562,8,15.62049935,8,15.62049935,0,14.14213562,8,15.62049935,27,20.59126028,368,88.23264702,227,64.44377394,141,53.00943312,27,23.2594067,13,16.55294536,46,24.75883681,0,14.14213562,0,14.14213562,76,60.92618485,0,14.14213562,0,14.14213562,0,14.14213562,62,58.52349955,0,14.14213562,0,14.14213562,14,15.62049935,65,34.20526275,130,40.49691346,16,15.65247584,0,14.14213562,0,14.14213562,16,15.65247584,0,14.14213562,0,14.14213562,114,38.58756276,0,14.14213562,42,26.41968963,35,22.47220505,4,11.66190379,0,14.14213562,0,14.14213562,33,23.32380758,0,14.14213562
Spring Hill-City View,76,2363,424.3936852,743,319.8749756,676,307.0195434,85,58.9067059,16,33.1662479,0,17.32050808,563,296.3055855,12,23.68543856,0,17.32050808,55,51.51698749,8,18.54723699,0,17.32050808,10,22.89104628,0,17.32050808,0,17.32050808,37,47.63402146,12,17.91647287,505,153.352535,420,141.007092,160,85.84870413,18,24.49489743,0,17.32050808,242,128.580714,0,17.32050808,0,17.32050808,47,49.04079934,8,18.54723699,0,17.32050808,0,17.32050808,0,17.32050808,7,19.20937271,32,41.15823125,38,31.06444913,781,157.2100506,580,124.0564388,466,118.1609072,58,45.0555213,6,16.76305461,39,31.51190251,11,23.68543856,0,17.32050808,60,38.88444419,8,18.54723699,7,17.91647287,27,32.26453161,9,19.89974874,0,17.32050808,0,17.32050808,9,19.89974874,141,97.26767192,334,98.53933225,44,46.021734,27,43.37049688,0,17.32050808,17,21.56385865,0,17.32050808,0,17.32050808,290,88.82004278,0,17.32050808,46,31.40063694,86,51.19570294,39,39.61060464,0,17.32050808,17,23.62202362,102,58.58327406,0,17.32050808
Squirrel Hill North,77,11329,767.7831725,1519,464.1950021,1446,463.7165082,1234,460.2477594,88,55.5967625,0,31.6227766,115,76.62897624,9,33.10589071,0,31.6227766,61,45.58508528,25,39.56008089,0,31.6227766,0,31.6227766,10,30.9354166,0,31.6227766,26,34.85685012,12,31.95309062,5770,478.5279511,5248,448.4406315,3682,409.9512166,1391,241.9070069,0,31.6227766,174,81.15417426,1,30.2654919,0,31.6227766,285,95.86970324,220,90.65870063,9,33.10589071,0,31.6227766,22,35.24202037,0,31.6227766,34,37.40320842,237,98.53933225,2599,264.988679,2351,251.813423,2012,244.9020212,273,89.83874443,9,30.61045573,39,45.54119015,18,40.36087214,0,31.6227766,130,65.81033354,66,59.11006682,0,31.6227766,0,31.6227766,12,34.98571137,0,31.6227766,0,31.6227766,52,45.32107677,118,74.17546764,1441,185.7417562,311,91.29622117,58,50.80354318,43,51.66236541,210,77.83957862,0,31.6227766,0,31.6227766,1130,179.3042108,0,31.6227766,430,123.4503949,342,113.9517442,13,32.87856445,8,32.69556545,11,34.98571137,326,101.9754873,0,31.6227766
Squirrel Hill South,78,15494,877.9572883,2587,384.8558172,2415,375.004,1938,345.1883544,210,139.5134402,0,36.05551275,267,158.3350877,0,36.05551275,0,36.05551275,118,84.92349498,0,36.05551275,0,36.05551275,0,36.05551275,0,36.05551275,0,36.05551275,118,84.92349498,54,59.08468499,5416,578.0069204,4641,553.6632551,3549,438.1301177,1019,304.1463464,0,36.05551275,53,52.65928218,20,40.06245125,0,36.05551275,316,130.5296901,184,103.2085268,0,36.05551275,0,36.05551275,0,36.05551275,0,36.05551275,132,87.51571287,459,218.2521478,4927,467.8525409,4185,431.2122447,3399,394.5896603,547,180.7069451,127,109.4440496,97,65.23036103,15,41.03656906,0,36.05551275,353,146.8638826,44,50.12983144,24,41.18252056,25,43.68065934,74,60.90155991,0,36.05551275,0,36.05551275,186,105.2948242,389,208.851622,2564,281.286331,818,182.2333669,159,89.34203938,23,49.95998399,636,155.241747,0,36.05551275,0,36.05551275,1719,259.3414737,10,37.74917218,415,147.6312975,713,197.4006079,218,106.0942977,0,36.05551275,21,41.53311931,342,122.4418229,27,54.44263036
St. Clair,79,270,96,84,44,84,44,8,13,0,10,0,10,76,45,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,67,40,58,34,25,27,4,7,0,10,29,20,0,10,0,10,9,14,0,10,0,10,0,10,0,10,0,10,9,14,0,10,111,46,64,37,60,36,0,10,0,10,4,6,0,10,0,10,17,15,5,7,0,10,0,10,8,13,0,10,0,10,4,6,30,31,8,8,0,10,0,10,0,10,0,10,0,10,0,10,8,8,0,10,0,10,0,10,0,10,0,10,0,10,8,8,0,10
Stanton Heights,80,4713,410.7334902,866,191.4418972,742,167.1496336,442,144.4333756,43,50.08991915,0,20,257,109.0366911,0,20,0,20,71,63.76519427,11,24.97999199,0,20,0,20,0,20,0,20,60,60.54750201,53,62.35382907,1053,186.9786084,939,168.9348987,777,172.5021739,84,51.0881591,10,23.57965225,68,47.68647607,0,20,0,20,28,30.88689042,11,24.97999199,0,20,9,21.65640783,0,20,0,20,8,22.91287847,86,67.83804242,1944,216.7325541,1560,212.2168702,1328,200.5567251,129,59.66573556,26,27.23967694,68,39.11521443,0,20,9,18.97366596,246,92.09234496,63,48.88762625,6,20,26,31,45,36.61966685,0,20,10,22.91287847,96,61.3351449,138,64.11708041,850,125.6741819,163,62.84106937,44,26.72077843,0,20,119,58.88972746,0,20,0,20,687,112.4410957,0,20,172,69.67065379,229,77.01298592,26,26.45751311,0,20,5,18.68154169,255,81.40638796,0,20
Strip District,81,747,94,33,41,33,41,7,11,0,10,0,10,26,40,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,372,91,372,91,336,91,32,23,0,10,4,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,287,73,253,67,241,64,6,10,6,9,0,10,0,10,0,10,9,11,7,10,0,10,0,10,2,5,0,10,0,10,0,10,25,27,55,37,26,26,2,5,0,10,24,25,0,10,0,10,29,25,0,10,15,15,0,10,0,10,0,10,0,10,14,20,0,10
Summer Hill,82,1191,92,227,44,223,43,128,57,40,41,0,10,55,43,0,10,0,10,4,6,4,6,0,10,0,10,0,10,0,10,0,10,0,10,287,74,220,61,194,57,15,17,0,10,5,8,0,10,6,11,12,12,5,7,0,10,0,10,0,10,0,10,7,10,55,28,487,54,420,48,389,48,26,21,0,10,5,8,0,10,0,10,30,21,9,10,0,10,0,10,7,11,0,10,0,10,14,14,37,25,190,43,49,33,7,10,6,8,36,24,0,10,0,10,141,33,0,10,35,20,67,34,7,11,0,10,0,10,32,18,0,10
Swisshelm Park,83,1345,106,268,35,264,33,215,43,0,10,0,10,49,29,0,10,0,10,4,6,0,10,4,6,0,10,0,10,0,10,0,10,0,10,264,54,258,53,202,41,17,15,0,10,20,22,0,10,19,26,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,10,614,83,553,76,468,67,52,35,5,6,22,29,0,10,6,8,26,21,5,7,4,8,4,6,1,2,0,10,0,10,12,12,35,28,199,56,60,28,0,10,0,10,60,28,0,10,0,10,139,45,0,10,64,30,28,17,7,9,0,10,11,14,29,17,0,10
